DrugBankID	Targets	Fullname
DB04152	921	2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid
DB04153	12	S-Hydroxymethyl Glutathione
DB04154	2572, 6503	N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide
DB04155	2592	2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose
DB04156	7061, 3020, 3695	Aspartate Beryllium Trifluoride
DB04157	2887	N-[(Aminooxy)Carbonyl]Aniline
DB04158	2644	6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin
DB04159		Beta-Hydroxytryptophane
DB04160	3323, 2434, 2251, 2427, 2756, 2586	Diphosphate
DB04161		Propionamide
DB04162	3262, 3216	5-Nitro-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione
DB04163	2381, 6504	5-Phenylsulfanyl-2,4-Quinazolinediamine
DB04164	2948	1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose
DB04165	3399	Valpromide
DB04166	7076, 6645	2-Aminobenzoic Acid
DB04167	5497	N-Acetyl-L-Glutamine
DB04168	2360	2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol
DB04169	2561	3,5-Diaminophthalhydrazide
DB04170	2586	4-Bromo-3-Hydroxy-3-Methyl Butyl Diphosphate
DB04171		D-Isovaline
DB04172	1074	[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine
DB04173	5498, 3075	Fructose
DB04174	2367	3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine
DB04175	4198	Mdl-29951
DB04176	2264	Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester
DB04177		4-(3,14-Dihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One
DB04178	1900, 661	Di-Stearoyl-3-Sn-Phosphatidylcholine
DB04179	2300	Benzofuran
DB04180	357	4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide
DB04181	3195	Cefotaxime Group
DB04182	2725	(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid
DB04183	3240	Methylmalonic Acid
DB04185	336, 383	Norvaline
DB04186	2240	N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea
DB04187	896	(9s,10s)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene
DB04188		MDL72527
DB04189	2885	N2-(Carboxyethyl)-L-Arginine
DB04190	3722	Inhibitor Bea425
DB04191	3242	Skf 107457
DB04193		L-Homoserine
DB04194	6252	Chitotriose
DB04195	1152	Heptulose-2-Phosphate
DB04196	5359	Pteroic Acid
DB04197	315	Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine
DB04198	4269, 3683	Formycin B
DB04199	3033, 6617, 6618	1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate
DB04200	6698	Matairesinol
DB04201	3266, 3392	Histidyl-Adenosine Monophosphate
DB04202		Isoformononetin
DB04203	357	3-Mercuri-4-Aminobenzenesulfonamide
DB04204	687	[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid
DB04205	3552, 3605	Thymidine-3',5'-Diphosphate
DB04206	3633	Nz2-Tryptophan
DB04207	83	N-(5-Amino-5-Carboxypentyl)Glutamic Acid
DB04208	2537	3-(3,4-Dimethoxyphenyl)Propionic Acid
DB04209	3307, 2331	Dequadin
DB04210	2723	BV1
DB04211		3-Fluorosialic Acid
DB04212	2518	2-Iminiopropanoate
DB04213	1274	N-Cyclohexyl-N'-(Propyl)Phenyl Urea
DB04214	6288, 6289	4-Nitrophenyl Phosphate
DB04215	3176	CRA_9076
DB04216	2599, 2404, 6656, 6342, 6343, 6344, 2347, 6599, 6836, 6259, 6837	Quercetin
DB04217	868, 2748	L-2-amino-3-butynoic acid
DB04218	3957	1-Deaza-Adenosine
DB04219		Trivanadate
DB04220	2427	Rifamycin Cgp 4832
DB04221	2242	Didecyl-Dimethyl-Ammonium
DB04222		Sparsomycin
DB04223	291, 76	Nitroarginine
DB04224	3382, 2853, 6677	Oleic Acid
DB04225		N-Methyldehydrobutyrine
DB04226		Dihydro-Acarbose
DB04227	3026	9-Amino-2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid
DB04228		(2r)-Amino(3,5-Dihydroxyphenyl)Acetic Acid
DB04229	3558	7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane
DB04230	6969	Nitromethyldethia Coenzyme A
DB04231	2443	Tetra(Imidazole)Diaquacopper (I)
DB04232	1926	N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide
DB04233	3720, 3715, 2961, 2863, 2925, 2828, 2679, 6400, 754, 2207, 4627, 6438, 6474, 6475, 6476, 6477, 6478, 6479, 6480, 6443, 6481, 6482, 6483, 6484, 6485	(Hydroxyethyloxy)Tri(Ethyloxy)Octane
DB04234	5839	N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide
DB04235	280	4-Amino Hexanoic Acid
DB04236		2-Amino-3-(1h-Indol-3-Yl)-Propan-1-Ol
DB04237	3030, 3603, 3590	Tris(Hydroxyethyl)Aminomethane
DB04238	3176	N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid
DB04239	2561	2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One
DB04240		1,2-Hydro-1-Oxy-3,4-Hydro-3-(1-Methoxy-2-Oxy-3,4-Dihydroxypentyl)-8,9-Dihydroxy-7-(Sec-Butyl)-Anthracene
DB04241	2740	N-Pyridoxyl-2-Methylalanine-5-Phosphate
DB04242	4404, 2809, 2741, 2769	P-Hydroxybenzoic Acid
DB04243	3712	5-Methyluridine 5'-Monophosphate
DB04244	5839	1-[2-(3-Biphenyl)-4-Methylvaleryl)]Amino-3-(2-Pyridylsulfonyl)Amino-2-Propanone
DB04245	3165	2-Hydroxy-3-Amino-4-Phenyl Butane
DB04246	3176	CRA_23653
DB04248	4651	Beta-1,4-Galactotrioside
DB04249	1507	Zinc Substituted Heme C
DB04250	3923	Butyrylthiocholine
DB04251	3569, 3923	Monoisopropyl Ester Phosphonic Acid Group
DB04252	2646	N-Carbamoyl-L-Aspartate
DB04253	2936, 243	CB1954
DB04254	1939	8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine
DB04255	3722	Inhibitor Bea388
DB04256	916	4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid
DB04257	3570, 2845, 2435	Palmitoleic Acid
DB04258	856	Seocalcitol
DB04259		7n-Methyl-8-Hydroguanosine-5'-Monophosphate
DB04260	277	9-(5,5-Difluoro-5-Phosphonopentyl)Guanine
DB04261	2700	Carbamic Acid
DB04262	2642	3-(7-Hydroxy-8-Ribityllumazine-6-Yl) Propionic Acid
DB04263	449	G418
DB04264	2689	(10R)-10-Formyl-5,8,10-Trideazafolic Acid
DB04265	3546, 3629, 3140, 2570	Beta-Sialic Acid
DB04266		5-(6-D-Ribitylamino-2,4-Dihydroxypyrimidin-5-Yl)-1-Pentyl-Phosphonic Acid
DB04267	3618, 3615	Dipicolinic Acid
DB04268	6252	Methylumbelliferyl Chitotriose
DB04269	3176	Cyclotheonamide A
DB04270	238	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
DB04271	2358	3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester
DB04272	3792, 3085, 3486, 3583, 2936, 3471, 7076, 3384, 7061, 2869, 3132, 3546, 5006, 4992, 7135, 5574, 5060, 5575, 857, 5577, 5578, 5579, 4373, 5580, 4366, 5581, 5582, 4575, 5583, 6944, 5586, 5587, 5588, 4469, 5590, 5591, 5592, 4375, 4580, 5593, 5328, 2521, 128, 2149, 4277, 2603, 4533, 2697, 1467, 4695, 941, 5595, 2452, 4353, 822, 6953, 6969, 5597, 2805, 5598, 204, 5599, 933, 5600, 5682, 2771, 411, 1123, 2700	Citric Acid
DB04273	974	8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine
DB04274		5,4'-Dideoxyflavanone
DB04275	1124	N-Acetyl Serotonin
DB04276	4377, 5730	N-[N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-Butyl]-Guanidine
DB04277	3192	Fructose -6-Phosphate
DB04278	1575	2-[2-(2-Cyclohexyl-2-Guanidino-Acetylamino)-Acetylamino]-N-(3-Mercapto-Propyl)-Propionamide
DB04279	3092, 2302	3-Isopropylmalic Acid
DB04280	3114	((2r,3s,5r)-3-Hydroxy-5-(4-Hydroxy-2-Oxo-3,4-Dihydropyrimidin-1(2h)-Yl)-Tetrahydrofuran-2-Yl)Methyldihydrogen Phosphate
DB04281	424	2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone
DB04282	3747, 3289, 6847, 2448	2-Deoxy-2fluoro-Glucose
DB04283		2-Bromo-6-Hydroxy-Purine
DB04284	3717	Proline Betaine
DB04285	687	{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid
DB04286	3538, 3541	beta-D-Ribopyranose
DB04287	2981	(S)-5-(4-Benzyloxy-Phenyl)-4-(7-Phenyl-Heptanoylamino)-Pentanoic Acid
DB04288	2240	2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine
DB04289	368	Genz-10850
DB04290	5602	[2-Cytidylate-O'-Phosphonyloxyl]-Ethyl-Trimethyl-Ammonium
DB04291		(2s)-Amino(4-Hydroxyphenyl)Acetic Acid
DB04292		4-[(Isopropylamino)Methyl]Phenylalanine
DB04293	2478	7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid
DB04294	2442	5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate
DB04295	1152	N-Benzoyl-N'-Beta-D-Glucopyranosyl Urea
DB04296	3714	5-Oxo-L-Norleucine
DB04297	2921, 4762, 6005	7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide
DB04298	2694	3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One
DB04299	586, 2249, 2823, 2671, 2537	Maleic Acid
DB04300		(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate
DB04301	3176	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate
DB04302	889, 6860	4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One
DB04303	4808, 4702, 4792	4-O-Methyl-Alpha-D-Glucuronic Acid
DB04304	3289	Gluconic Acid
DB04306	2381, 6504	5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine
DB04307	3939	5-Hydroxy-N-Propargyl-1(R)-Aminoindan
DB04308		(2r)-Amino(4-Hydroxyphenyl)Acetic Acid
DB04310	2992, 3004, 2708, 2688, 4337, 6375, 6376, 6377, 6378, 6379, 3944	2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
DB04311	3176	4-Phenylbutylamine
DB04312	517	2,3-Difluorobenzyl Alcohol
DB04313		3-Methyl-Aspartic Acid
DB04314	2557	1-Methylcytosine
DB04315	3978, 3270, 7052, 3366, 3197, 3335, 7146, 7001, 3261, 6447, 3170, 3115, 5294, 7104, 7128, 3396, 6316, 6790, 3107, 3354, 6556, 7045, 7069, 6995, 7144, 6958, 7043, 1758, 7038, 2170, 5618, 1596, 5619, 7068, 7072, 2632, 5621, 7137, 2521, 2339, 5624, 6988, 6750, 7148, 5626, 5627, 1882, 5628, 7143, 4598, 5630	Guanosine-5'-Diphosphate
DB04316	6255	D-[(N-Hydroxyamino)Carbonyl]Phenylalanine
DB04317	3339	3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid
DB04318	6190	1-Benzyloxycarbonylamino-2-Phenyl-Ethyl)-{2-[1-Carbamoyl-2-(1h-Indol-3-Yl)-Ethylcarbamoyl]-5-Phenyl-Pentyl}-Phosphinic Acid
DB04319	3207, 2523	6-Deoxyglucose
DB04320	2281	2-Bromo-2-Propene-1-Ol
DB04321		N-Hexylphosphonate Ethyl Ester
DB04322	679	LY249543
DB04323		2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid
DB04324	2795, 6621	Ovalicin
DB04325	2255, 7039, 3176	2-Phenylethylamine
DB04326	3069, 6346, 7075, 3705	1,3-Dihydroxyacetonephosphate
DB04327	5631, 2072	Phosphatidylethanolamine
DB04328	2525, 3201	Shikimate-3-Phosphate
DB04329		Isoquinoline
DB04330	3071	Bilh 434
DB04331	3379	Monastrol
DB04332		2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol
DB04333		Octamethylenediamine
DB04334	1483, 2255, 3330	6-hydroxydopa quinone
DB04336	3176	1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea
DB04337	6977	Methyl Isocyanide
DB04338	1540, 1176	SB220025
DB04339	904	Carboxymethylenecysteine
DB04340	2461	2-[(Dioxidophosphino)Oxy]Benzoate
DB04341		S-(3-Iodobenzyl)Glutathione
DB04342	2340	7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid
DB04343	2248, 3205, 3190, 3078	Glyoxalate, Glyoxylate
DB04345	4366, 654	7,8-dimethylalloxazine
DB04346	5635	(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran
DB04347	3080, 3220	3-Dehydroshikimate
DB04348	7033, 3587	Taurocholic Acid
DB04349	2771, 3490	S-1,2-Propanediol
DB04350	5362, 1682	Argadin
DB04351	7014, 3553	Aconitate Ion
DB04352	3541, 3525	[(2r,3s,4s,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]Methyl Dihydrogen Phosphate
DB04353	2451	{(1s)-1-Benzyl-4-[3-Carbamoyl-1-(1-Carbamoyl-2-Phenyl-Ethylcarbamoyl)-(S)-Propylcarbamoyl]-2-Oxo-5-Phenyl-Pentyl}-Carbamic Acid Tert-Butyl Ester
DB04355	4504, 7008, 2762, 2439, 3478, 3461, 3524, 7011	Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester
DB04356	87	9-Deazaguanine
DB04357		Pteric Acid
DB04359	5363	Vinylsulphonic Acid
DB04360	2478	Benzo[B]Thiophene-2-Boronic Acid
DB04361	3153	Methylhydrazine
DB04362		Adenosine Diphosphate 5-(Beta-Ethyl)-4-Methyl-Thiazole-2-Carboxylic Acid
DB04363	654	Mesobiliverdin Iv Alpha
DB04364		R,3-Hydroxybutan-2-One
DB04365	103	Arecoline
DB04366	5294	3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate
DB04367	849, 3318	Debromohymenialdisine
DB04368	2688, 3944	Bb-3497
DB04369	2886	1,3,2-Dioxaborolan-2-Ol
DB04370		S-sulphocysteine
DB04371	357	AL6528
DB04372	1219	Di-Linoleoyl-3-Sn-Phosphatidylcholine
DB04373	3086	4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide
DB04374	6268	4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole
DB04375	2941	5-Methyl-5,6,7,8-Tetrahydrofolic Acid
DB04376	4184	13-Acetylphorbol
DB04377	631	3-Hydroxy-3-Methyl-Glutaric Acid
DB04378	3086	3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide
DB04379	298	N-Methyl-N-(Methylbenzyl)Formamide
DB04380	2912	Diureido-Acetate
DB04381	147	Crotonaldehyde
DB04382	2592	2-Deoxy-Beta-D-Galactose
DB04383	4133	L-Valinol
DB04384		Fe-Mesopone
DB04385	3707	3-Deazacytidine
DB04386	5637	4,6-O-(1-Carboxyethylidene)-Beta-D-Glucose
DB04387	298, 3180	1-Hydroxy-2-Amino-3-Cyclohexylpropane
DB04388	2988	4-Carboxy-4-Aminobutanal
DB04389	3075	Ado-P-Ch2-P-Ps-Ado
DB04391	3176	Aeruginosin 98-B
DB04392	2936, 2157, 4407	Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]
DB04393	3228	Diclosan
DB04394	357	3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide
DB04395	5638, 7059, 5302, 5265, 2184, 7082, 7134, 4373, 5312, 7064, 5641, 6832, 4751, 5642, 5643, 5644, 5645, 5646, 5263, 4178, 5649, 1721, 2254, 2615, 958, 2347, 2397, 2371, 1881, 2817, 937, 2236, 936, 2680, 1836, 2727, 2299, 3794, 887, 2852, 7132, 2950, 4192, 207, 2867, 6433, 3390, 3231, 3435, 3822, 2892	Phosphoaminophosphonic Acid-Adenylate Ester
DB04396	2693, 3530, 7022, 7003	Thiodigalactoside
DB04397	6971	Alpha-D-Glucose-1-Phosphate-6-Vanadate
DB04398	3254, 5650	Lactic Acid
DB04400	676, 7065, 828, 2675, 7, 2360	7,8-Dihydrobiopterin
DB04401	2881	[Formylmethyl]Trimethyl-Ammonium, N,N,N-Trimethylammonium Acetaldehyde
DB04404	2887, 2999, 1682	Allosamizoline
DB04405	2203	2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid
DB04406		3-(Phosphonomethyl)Pyridine-2-Carboxylic Acid
DB04407	2240	4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
DB04408	3351	Ncs-Chromophore
DB04409	760	Naphthalene Trisulfonate
DB04410	7039, 3176	3-Phenylpropylamine
DB04411	2718	Alpha-N-Dichloroacetyl-P-Aminophenylserinol
DB04414	3539	Heptamolybdate
DB04415		3-Amino-1-Chloro-4-Phenyl-Butanol-2-Yl
DB04416	1926	R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid
DB04417	1192, 6967	P-Nitrophenol
DB04418	3978	Adenylosuccinic Acid
DB04419	5666, 7024, 828	Norleucine
DB04421		Nicotinamide Adenine Dinucleotide 3-Pentanone Adduct
DB04422	2941, 5668, 2725	2-Amino-4-Mercapto-Butyric Acid
DB04423		Coproporphyrin I Containing Co(Iii)
DB04424	3176	RPR128515
DB04425	2360	7,8-Dihydroneopterin
DB04426	6992, 7101	Alpha-Methyl-N-Acetyl-D-Glucosamine
DB04427	2368	3-[[N-[4-Methyl-Piperazinyl]Carbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid Benzyloxy-Amide
DB04428		Tungstopterin Cofactor
DB04429		4'-Hydroxyflavanone
DB04430	2858, 6396	3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile
DB04431		4-Epi-Vancosaminyl Derivative of Vancomycin
DB04432	3176	ZK-805623
DB04433	2887	N''-{3-[(3s,8ar)-1,4-Dioxooctahydropyrrolo[1,2-a]Pyrazin-3-Yl]Propyl}Guanidine
DB04434	6284	Naphthyridine Inhibitor
DB04435	2237	Tetraphenyl-Arsonium
DB04436	6963	3-Fluorotyrosine
DB04437		Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline
DB04438	5771	BVDU-MP
DB04439	3022	Modified Acarbose Pentasaccharide
DB04440	3957	Purine Riboside
DB04441	3683	2-Fluoroadenosine
DB04442	3176	2-(2-Oxo-1,2-Dihydro-Pyridin-3-Yl)-1h-Benzoimidazole-5-Carboxamidine
DB04444	2892, 7001, 6390, 6447, 702, 6999, 6395, 2332, 3669	Tetrafluoroaluminate Ion
DB04445	1050	Mercury Diiodide
DB04446	3176	Benzo[B]Thiophene-2-Carboxamidine
DB04447	3125, 3317, 3191, 3515, 7003, 6579, 5669, 611, 5670, 5599, 7134, 5410, 5672, 5673, 191, 5675, 5676, 4084, 4811, 2626, 6346, 909, 631, 2280	1,4-Dithiothreitol
DB04448	517	2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene
DB04449		5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol
DB04450	2207, 6636, 6637, 6638	Heptyl 1-Thiohexopyranoside
DB04451	3180, 3473	4-Methylpiperazin-1-Yl Carbonyl Group
DB04452	2489	N,N'-Bis(4-Amino-2-Methylquinolin-6-Yl)Urea
DB04453	4513	4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose
DB04454	1278, 4551, 383, 864	Alpha-Aminobutyric Acid
DB04455	3717, 2891	Trimethyl Glycine
DB04456	3435, 2418	Trihydroxyarsenite(Iii)
DB04457	3596, 2626	2'-Deoxyguanosine-5'-Monophosphate
DB04458		2,2-Dichloro-1-Methanesulfinyl-3-Methyl-Cyclopropanecarboxylic Acid [1-(4-Bromo-Phenyl)-Ethyl]-Amide
DB04459	3346	3,4-Dichloroisocoumarin
DB04460	2632	(C8-S)-Hydantocidin 5'-Phosphate
DB04461	2954	Coproporphyrin Iii
DB04462	2236	Tetrabromo-2-Benzotriazole
DB04463	5251	3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol
DB04464	3175, 5682, 4718, 6575, 6576, 6351, 6352, 6353, 6354, 6423, 6424, 6427, 6428, 309, 6279, 559, 6585, 6317, 6318, 6319, 6586, 6587, 6489, 371, 5793, 6490, 6491, 6492, 6493, 6494, 6495, 6496, 6497, 6498, 6499, 6588, 3027, 2132, 6589, 6590, 6591, 6592, 6593	N-Formylmethionine
DB04465	7011, 3382, 3547, 3546, 5249, 5481, 4715, 2592, 2570	Lactose
DB04466	1284	SR12813
DB04467	4802, 2453, 2249	Pyridoxyl-Alanine-5-Phosphate
DB04469	2358	1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester
DB04470	3176	CRA_10656
DB04471	136	2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol
DB04472	5683, 6842	(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol
DB04473	2860, 4787, 4785, 4783	Alpha-L-Fucose
DB04474	2367, 6258	1-Anilino-8-Naphthalene Sulfonate
DB04476	1782	Trencam-3,2-Hopo
DB04477	794	N-1,2,3,4-Tetrahydronaphth-1-Yl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine
DB04478	328	Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine
DB04479		4-Nitro-Inden-1-One
DB04480	6284	3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole
DB04481	2941	Meso-Erythritol
DB04482	3120, 2765	Cmp-2-Keto-3-Deoxy-Octulosonic Acid
DB04483	3480	2-Deoxy-2-Fluoro-Beta-D-Mannose
DB04484		L-Phenylalaninol
DB04485	3518, 7149, 4277, 3755, 2251, 2559, 2257	Deoxythymidine
DB04486		(2s)-2,8-Diaminooctanoic Acid
DB04487	1209	N-Methylleucine
DB04488	2461	(6r,7r)-3-[(Acetyloxy)Methyl]-7-{[(6s)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-8-Oxo-5-Thia-1-Azabicyclo[4.2.0]Octane-2-Carboxylate
DB04489	7078	Guanidinoethylmercaptosuccinic acid
DB04490	3165	3-(Mercaptomethylene)Pyridine
DB04491	3095, 5660, 952, 2517	Diisopropylphosphono Group
DB04492	2430	2-(Acetylamino)-2-Deoxy-4-O-Sulfo-Alpha-D-Galactopyranose
DB04493	4198, 1750, 3309, 6433, 2206	Fructose-6-Phosphate
DB04494	3539	Mo(Vi)(=O)(Oh)2 Cluster
DB04495	933	RU81843
DB04496	5041	4-Phospho-D-Erythronohydroxamic Acid
DB04497		2'-Monophosphoadenosine-5'-Diphosphoribose
DB04498	3062	Aspartate Semialdehyde
DB04499	5683	R-Styrene Oxide
DB04500		4-acetamidobenzoic acid
DB04501	2298	Camphane
DB04502	2368	WRR-204
DB04503	2626	Sp-722
DB04504		(3s)-2,3,4,5-Tetrahydropyridin-3-Amine
DB04505	1939	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine
DB04506		Chlorophyll B
DB04508	3609	Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside
DB04509	4604	N-Methylnaloxonium
DB04510	6964, 2926, 2314, 2262, 6972, 6346	3-Phosphoglyceric Acid
DB04511	4278	N-Succinyl Methionine
DB04512	6829	2-Isobutyl-3-Methoxypyrazine
DB04513	465, 1561, 722	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide
DB04514	5682	Phosphoric Acid-2'-[2'-Deoxy-Uridine]Ester-5'-Guanosine Ester
DB04515	2430	6-Deoxy-2-O-Methyl-Alpha-L-Galactopyranose
DB04516	7006	2-Deoxy-Glucitol-6-Phosphate
DB04517	3200	Dipyrromethane Cofactor
DB04518	2240	3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
DB04519	889, 3686	Caprylic acid
DB04520	2887, 6883	(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione
DB04521	898	GSHNA
DB04522	6263, 3602, 3119, 3453, 6973, 5150, 2207, 7142, 5686, 1130, 6955, 4542, 4318, 5689, 2184, 2180, 2347, 2530, 10, 2503, 1152	Phosphonoserine
DB04523	5839	Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate
DB04524	615	Malonyl-Coenzyme A
DB04525	687	2-(Carboxymethoxy)-5-[(2s)-2-({(2s)-2-[(3-Carboxypropanoyl)Amino] -3-Phenylpropanoyl}Amino)-3-Oxo-3-(Pentylamino)Propyl]Benzoic Acid
